smiles,LUMO
C4=CC5=C(C1=CC=C([N]1[H])C(=C2C=CC(=N2)C(=C3C=CC(N3[H])=C(C4=[N]5)C1=CC=C(C=C1)C#C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)C#C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]) ,-3.150808006
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)[N+](=O)[O-].[Mn],-3.463739106
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C([F])([F])[F].[Ni],-2.668894112
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)OC.[Ni],-2.819917382
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC.[Co],-2.25310392
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N](C)C.[Co],-2.147795802
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)OC.[Mn],-2.909987116
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C([F])([F])[F].[Cu],-2.692295916
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC(=CC=C1Cl)[Cl])C1=CC(=CC=C1Cl)[Cl])C1=CC(=CC=C1Cl)[Cl])C1=CC(=CC=C1Cl)[Cl].[Mn],-2.897741986
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N](C)C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)[N](C)C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]).[Ni],-2.68440461
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]).[Mn],-3.3197908
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C([F])([F])[F].[Fe],-3.10890245
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)[N]([H])[H].[Cu],-2.120040174
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C)C1=CC=C(C=C1)C)C1=CC=C(C=C1)C)C1=CC=C(C=C1)C.[Ni],-2.321948762
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N](C)C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)[N](C)C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]).[Fe],-3.046588344
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl].[Fe],-3.177203064
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1.[Fe],-2.916789966
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)OC.[Mn],-2.71025544
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)[N]([H])[H].[Mn],-2.236504966
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+](=O)[O-].[Ni],-3.031622074
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)C([F])([F])[F].[Ni],-2.571749414
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC(=CC=C1)[Cl])C1=CC(=CC=C1)[Cl])C1=CC(=CC=C1)[Cl])C1=CC(=CC=C1)[Cl].[Mn],-2.862367166
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)C([F])([F])[F].[Fe],-3.59734708
C4=CC5=C(C1=CC=C([N]1[H])C(=C2C=CC(=N2)C(=C3C=CC(N3[H])=C(C4=[N]5)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)OC)C1=CC=C(C=C1)[N+](=O)[O-] ,-3.141284016
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl].[Mn],-2.856924886
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+](=O)[O-].[Fe],-3.290674602
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl])C1=C(C=CC(=C1[Cl])[Cl])[Cl].[Co],-2.728759192
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C2=CC=CC=C2)C1=CC=C(C=C1)C2=CC=CC=C2)C1=CC=C(C=C1)C2=CC=CC=C2)C1=CC=C(C=C1)C2=CC=CC=C2.[Co],-2.425079968
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C(C)(C)C.[Co],-2.803862656
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=CC(=C1)OC)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=CC(=C1)OC.[Ni],-2.829441372
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)OC)C1=CC=C(C=C1)[N]([H])[H].[Cu],-2.234328054
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)[N+](=O)[O-].[Ni],-3.395710606
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=C(C=CC=C1)[Cl])C1=C(C=CC=C1)[Cl])C1=C(C=CC=C1)[Cl])C1=C(C=CC=C1)[Cl].[Ni],-2.479502768
C4=CC5=C(C1=CC=C([N]1[H])C(=C2C=CC(=N2)C(=C3C=CC(N3[H])=C(C4=[N]5)C1=CC=C(C=C1)C#[N])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)C#[N])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]) ,-3.43816039
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(C)(C)C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)C(C)(C)C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]).[Mn],-2.90345638
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N]([H])[H])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)[N]([H])[H])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]).[Cu],-2.81093762
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C(C)(C)C.[Mn],-2.936654288
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C([F])([F])[F].[Mn],-3.237068144
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C#[N].[Co],-3.252306528
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[Br])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)[Br])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]).[Mn],-3.289586146
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)OC.[Co],-2.13337376
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#C)C1=CC=CC(=C1)OC)C1=CC=C(C=C1)C#C)C1=CC=CC(=C1)OC.[Cu],-2.526306376
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=CC(=C1)C#[N])C1=CC=CC(=C1)C#[N])C1=CC=CC(=C1)C#[N])C1=CC=CC(=C1)C#[N].[Co],-3.135297508
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[Br])C1=CC=C(C=C1)OC)C1=CC=C(C=C1)[Br])C1=CC=C(C=C1)OC.[Fe],-2.998968394
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)C([F])([F])[F].[Mn],-2.95651861
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)OC.[Co],-2.271607672
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)C#[N])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]).[Co],-3.281422726
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=C(C=CC=C1)C)C1=C(C=CC=C1)C)C1=C(C=CC=C1)C)C1=C(C=CC=C1)C.[Co],-2.41773289
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=CC(=C1)OC)C1=CC=CC(=C1)OC)C1=CC=CC(=C1)OC)C1=CC=CC(=C1)OC.[Co],-2.394875314
C4=CC5=C(C1=CC=C([N]1[H])C(=C2C=CC(=N2)C(=C3C=CC(N3[H])=C(C4=[N]5)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+](=O)[O-] ,-3.119514896
C4=CC5=C(C1=CC=C([N]1[H])C(=C2C=CC(=N2)C(=C3C=CC(N3[H])=C(C4=[N]5)C1=CC=C(C=C1)OC)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)OC)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]) ,-2.972301222
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[Br])C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)[Br])C1=CC=C(C=C1)[N+](=O)[O-].[Co],-3.178563634
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[Cl])C1=CC=C(C=C1)[Cl])C1=CC=C(C=C1)[Cl])C1=CC=C(C=C1)[Cl].[Co],-2.71297658
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1Cl)[Cl])C1=CC=C(C=C1Cl)[Cl])C1=CC=C(C=C1Cl)[Cl])C1=CC=C(C=C1Cl)[Cl].[Co],-2.762229214
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[Cl])C1=CC=C(C=C1)[Cl])C1=CC=C(C=C1)[Cl])C1=CC=C(C=C1)[Cl].[Cu],-2.7891685
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)OC)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)OC)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]).[Mn],-2.882775716
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)[N+](=O)[O-])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)[N+](=O)[O-].[Fe],-3.713811872
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)OC.[Ni],-2.487666188
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)[N]([H])[H].[Co],-2.392426288
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)C(C)(C)C.[Fe],-3.254211326
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=C(C=CC=C1Cl)[Cl])C1=C(C=CC=C1Cl)[Cl])C1=C(C=CC=C1Cl)[Cl])C1=C(C=CC=C1Cl)[Cl].[Mn],-2.64222694
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)C([F])([F])[F].[Mn],-2.74426969
C4=CC5=C(C1=CC=C([N]1[H])C(=C2C=CC(=N2)C(=C3C=CC(N3[H])=C(C4=[N]5)C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)C([F])([F])[F])C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)C([F])([F])[F] ,-2.702636248
C4=CC5=C(C1=CC=C([N]1[H])C(=C2C=CC(=N2)C(=C3C=CC(N3[H])=C(C4=[N]5)C1=CC=C(C=C1)C(C)(C)C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)C(C)(C)C)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]) ,-2.991077088
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1.[Cu],-2.475148944
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)[Br])C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)[Br].[Co],-3.011485638
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)C(C)(C)C.[Cu],-2.54970818
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)[N+](=O)[O-])C1(=C(C(=C(C(=C1[F])[F])[F])[F])[F]))C1=CC=C(C=C1)[N+](=O)[O-].[Mn],-3.39190101
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O.[Zn],-3.22999318
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)OC)C1=CC=C(C=C1)[N](C)C)C1=CC=C(C=C1)OC.[Cu],-2.180449482
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)[N]([H])[H])C1=CC=C(C=C1)C#[N])C1=CC=C(C=C1)[N]([H])[H].[Fe],-3.154889716
C4=CC5=C(C1=CC=C([N]1[H])C(=C2C=CC(=N2)C(=C3C=CC(N3[H])=C(C4=[N]5)C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)[Br])C1=CC=C(C=C1)C#C)C1=CC=C(C=C1)[Br] ,-2.852026834
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)[Br])C1=CC=CC(=C1)OC)C1=CC=C(C=C1)[Br])C1=CC=CC(=C1)OC.[Ni],-2.519503526
C4=CC5=C(C1=CC=C([N]1)C(=C2C=CC(=N2)C(=C3C=CC(=N3)C(=C4[N]5)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+](=O)[O-])C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+](=O)[O-].[Mn],-3.003866446
